Market,State,Weeks,Periods,Month,Year,TORTILLAS_KGS,TORTILLAS_PROMODOLLARS,TORTILLAS_PROMOKGS,TORTILLAS_DOLLARS,TORTILLAS_TDP,TORTILLAS_U,TOSTADAS_KGS,TOSTADAS_PROMODOLLARS,TOSTADAS_PROMOKGS,TOSTADAS_DOLLARS,TOSTADAS_TDP,TOSTADAS_U
Denver,Colorado,13/02/2022,P1,2,2022,121213.4858,479100.7249,95280.57755,627294.7414,1521.452391,196171.3383,24064.57552,71617.63092,15015.52716,122642.8475,433.885051,35261.11101
Phoenix/Tucson,Arizona,13/02/2022,P1,2,2022,202801.8902,851793.4556,170197.2359,1039479.437,1502.349188,340592.8369,23466.0827,87323.19979,16152.6238,125769.7207,443.2203399,35839.52041
Boston,Massachusetts,13/02/2022,P1,2,2022,104719.5359,0,0,616244.5191,1207.721843,193096.5238,15540.13449,0,0,83082.70962,236.308692,22652.33909
Jacksonville,Florida,13/02/2022,P1,2,2022,48205.93438,178858.423,35477.17346,270495.3117,1392.856774,89021.6915,4166.200335,11372.46424,1735.255072,26662.56574,264.6811001,6080.349061
Peoria/Springfield,Illinois,13/02/2022,P1,2,2022,66102.52593,246916.6169,50054.22107,346486.5967,1427.191971,109925.4667,3736.718911,10034.71877,2072.005593,19028.08948,221.8300117,5468.499837
Wichita,Kansas,13/02/2022,P1,2,2022,30261.34655,0,0,152270.6586,1287.04114,47839.63316,1285.79054,0,0,6065.90754,266.3612192,1873.005445
Los Angeles,California,13/02/2022,P1,2,2022,506876.4499,2133949.894,443592.4085,2537970.45,1499.843124,866088.2722,46332.66202,95391.13191,18956.1588,262124.0786,387.5610557,70966.4881
Tampa/St Petersburg,Florida,13/02/2022,P1,2,2022,107495.5619,373801.81,76696.12571,591175.7075,1361.522564,181518.354,14834.69145,33569.93409,5099.744454,94802.51502,313.4927595,21636.79324
Charlotte,Carolina del Norte,13/02/2022,P1,2,2022,83100.43646,0,0,466648.533,1366.128611,149331.1594,14034.07105,0,0,75496.17578,262.7603255,20395.53861
Raleigh/Greensboro,Carolina del Norte,13/02/2022,P1,2,2022,94189.08517,0,0,527414.7216,1237.77586,164862.0035,16597.07999,0,0,90700.13572,250.9566454,24168.91351
Kansas City,Kansas,13/02/2022,P1,2,2022,64723.80929,232516.2055,50196.09183,322767.8465,1314.577046,97648.70126,4100.931329,12807.10592,2676.370598,20376.92786,308.1613084,5985.190699
San Francisco/Oakland,California,13/02/2022,P1,2,2022,91078.02792,392576.9443,72496.66935,529811.4782,1448.706165,157502.3512,16421.3228,75552.93114,12109.27791,99892.7394,363.7833635,24113.09429
Boise,Idaho,13/02/2022,P1,2,2022,18336.52616,0,0,104549.7357,1649.882907,30455.50303,2623.258391,0,0,12961.19859,270.3279721,3811.81216
Birmingham/Montgomery,Alabama,13/02/2022,P1,2,2022,126184.795,0,0,694466.5057,1417.221398,244426.7648,9251.573891,0,0,54068.24853,192.9276802,13468.2752
Sacramento,California,13/02/2022,P1,2,2022,65587.90309,0,0,353495.5413,1423.223613,104961.6332,9104.667155,0,0,52517.89535,349.0114073,13334.95837
Indianapolis,Indiana,13/02/2022,P1,2,2022,69591.52417,284181.7475,54484.0822,375144.1212,1518.728686,124794.6263,6211.714831,14079.37889,2970.479416,30477.32977,295.3783216,9202.587417
Louisville,Kentucky,13/02/2022,P1,2,2022,40701.24452,0,0,222108.3241,1520.409356,73570.07188,2947.48196,0,0,14430.39948,277.4787073,4428.393243
Hartford/Springfield,Massachusetts,13/02/2022,P1,2,2022,75671.91213,0,0,429897.8081,1215.69668,134187.1021,8156.042654,0,0,46704.21902,241.8636565,11923.60714
Atlanta,Georgia,13/02/2022,P1,2,2022,141083.1536,0,0,785575.0566,1326.371822,264947.2781,8601.48971,0,0,50052.68062,228.0849763,12461.79814
Orlando,Florida,13/02/2022,P1,2,2022,102703.8813,351009.1912,70627.53127,574786.3565,1259.629274,171115.1058,11607.78427,22695.1235,3583.404447,72932.75019,276.413607,16860.36292
Chicago,Illinois,13/02/2022,P1,2,2022,290408.5913,1290994.507,241810.7278,1605935.063,1434.554862,553936.9656,17558.93663,44422.0763,8738.237997,92440.62044,241.498118,25668.67009
Little Rock,Arkansas,13/02/2022,P1,2,2022,32614.64024,0,0,175320.6219,1505.602759,59443.56446,846.8676575,0,0,4316.648508,163.0456512,1236.639037
Wichita,Kansas,20/02/2022,P1,2,2022,30354.09216,0,0,156925.2702,1321.152437,47746.86228,884.2853914,0,0,4337.553973,198.9634887,1288.707139
Atlanta,Georgia,20/02/2022,P1,2,2022,120326.5668,0,0,717672.7118,1255.808743,233654.1666,12485.46691,0,0,71657.94506,307.1192058,18536.00052
Denver,Colorado,20/02/2022,P1,2,2022,111591.6603,417501.4337,76911.5196,594690.4393,1499.70492,181615.4397,22955.97517,64386.93708,13579.38605,114108.7743,418.3749716,33568.78764
Phoenix/Tucson,Arizona,20/02/2022,P1,2,2022,155575.2948,597956.3256,108633.6181,853646.8115,1412.17321,264532.7907,25123.92322,76466.4445,16558.06296,121744.7089,448.2951949,37774.07258
Indianapolis,Indiana,20/02/2022,P1,2,2022,68860.27953,269690.2208,49927.64172,378159.3085,1481.972192,123753.8141,5413.118453,10490.73608,2162.783785,27562.64619,317.5214654,8138.566547
Louisville,Kentucky,20/02/2022,P1,2,2022,40353.03269,0,0,224065.4899,1493.999478,71866.75763,2392.772412,0,0,12190.8849,284.9059827,3602.946125
Peoria/Springfield,Illinois,20/02/2022,P1,2,2022,61067.10308,190937.986,36743.60252,327682.9549,1456.724954,102833.5765,3227.819089,3893.356292,781.4651258,17803.92324,242.3655148,4801.844664
San Diego,California,20/02/2022,P1,2,2022,69343.72903,280173.1579,52834.98319,379399.4784,1505.913332,122628.832,8998.188849,21979.24982,4342.888986,50515.27771,352.2832105,13723.27807
Kansas City,Kansas,20/02/2022,P1,2,2022,64509.18791,195946.1774,39074.87249,351381.9216,1422.227633,103093.0013,2459.002148,5528.018067,1159.659852,13007.42789,263.2597532,3628.840073
Miami/Ft Lauderdale,Florida,20/02/2022,P1,2,2022,70625.9167,204373.0109,36236.42251,480623.2575,1137.935754,150581.5699,16913.26911,40928.7166,7065.804178,105594.4872,237.1786276,24204.82515
Birmingham/Montgomery,Alabama,20/02/2022,P1,2,2022,115418.6459,0,0,664179.914,1307.867857,231127.9852,7843.805223,0,0,44543.64582,198.0587018,11453.51611
Sacramento,California,20/02/2022,P1,2,2022,53440.13661,0,0,299108.4763,1364.556625,87799.12591,6493.237799,0,0,35677.00368,359.4496601,9529.360684
Des Moines,Iowa,20/02/2022,P1,2,2022,29994.61071,0,0,153716.2963,1435.273389,45940.70059,728.3913789,0,0,4119.693371,221.5642138,1076.732001
Tampa/St Petersburg,Florida,20/02/2022,P1,2,2022,76347.9268,232683.9554,44242.70359,460752.8795,1329.522488,146522.8706,11094.39959,20009.8,3420.532644,69601.98111,325.6369765,16204.28016
Charlotte,Carolina del Norte,20/02/2022,P1,2,2022,65978.77121,0,0,395706.3172,1260.340747,121847.4555,8601.867299,0,0,47883.05652,263.1585738,12551.60869
Raleigh/Greensboro,Carolina del Norte,20/02/2022,P1,2,2022,76595.16639,0,0,454955.8188,1202.969413,137599.0493,10793.62769,0,0,60219.79571,275.2070151,15753.55853
Chicago,Illinois,20/02/2022,P1,2,2022,219620.1444,810954.0015,145839.4468,1235762.577,1439.56279,430038.413,11553.47495,20284.18781,4144.888041,64047.77013,240.4740689,17013.07437
Los Angeles,California,20/02/2022,P1,2,2022,360334.2989,1384984.62,262592.3828,1948873.265,1461.087683,620700.1975,38032.58946,97190.9897,19727.53561,205481.4212,403.7265965,58298.38814
Jacksonville,Florida,20/02/2022,P1,2,2022,37464.20063,106626.718,19759.70943,225453.5314,1376.922288,77374.59755,3735.931949,6777.715077,1208.009722,23217.15139,273.8877663,5325.95516
South Carolina,Carolina del Sur,20/02/2022,P1,2,2022,127575.1663,0,0,756371.5088,1309.916979,245187.1458,12885.96619,0,0,72121.71358,269.4363469,18873.40875
Hartford/Springfield,Massachusetts,20/02/2022,P1,2,2022,65928.15659,0,0,408168.4828,1229.894015,119112.9441,8984.950867,0,0,50284.12744,258.8901403,13207.39457
San Francisco/Oakland,California,20/02/2022,P1,2,2022,77532.01076,321735.7763,59262.695,446482.35,1365.655335,142024.1985,10536.03699,42928.77256,7570.731039,60985.26451,395.5369597,15553.2391
Boise,Idaho,20/02/2022,P1,2,2022,16352.9735,0,0,87905.78791,1601.602694,27968.67763,1617.424642,0,0,9239.134679,296.6930267,2351.177409
Orlando,Florida,20/02/2022,P1,2,2022,81589.35705,251428.1492,48413.06735,482523.0532,1246.029074,145410.4464,9837.375736,12891.30166,2572.822539,58943.91337,258.7132863,14155.29506
Boston,Massachusetts,20/02/2022,P1,2,2022,103925.6751,0,0,637054.5782,1223.657986,190601.2137,17620.71384,0,0,97463.04315,252.612356,25710.29516
Little Rock,Arkansas,20/02/2022,P1,2,2022,32632.50755,0,0,179540.9377,1490.338847,58677.12128,1190.424918,0,0,6363.436594,202.4243149,1769.266643
Wichita,Kansas,27/02/2022,P1,2,2022,27029.64509,0,0,143616.0236,1379.138196,42370.16871,289.6898848,0,0,1531.354188,127.3243578,421.0574986
Atlanta,Georgia,27/02/2022,P1,2,2022,109678.0127,0,0,686777.5029,1294.875013,233301.4143,9705.161927,0,0,60760.21427,294.0265226,14425.2205
Denver,Colorado,27/02/2022,P1,2,2022,89413.36706,358623.7063,64617.21836,494175.8926,1553.901173,145925.0802,15106.49775,29144.5333,5070.183323,85090.279,435.3000111,22127.81909
Phoenix/Tucson,Arizona,27/02/2022,P1,2,2022,135272.2217,522658.24,89044.15253,801723.724,1434.218216,237506.6457,15193.66287,28679.39754,5380.250916,86750.56288,430.8425426,23160.44984
Indianapolis,Indiana,27/02/2022,P1,2,2022,66197.85159,270632.2625,49444.27591,371751.0137,1456.690591,116612.8003,3525.417378,3006.025263,531.6294091,19677.42378,286.7251894,5242.012955
Louisville,Kentucky,27/02/2022,P1,2,2022,37164.93513,0,0,209749.266,1492.377906,66262.88903,1377.059267,0,0,8055.795724,252.6603813,2064.148184
Peoria/Springfield,Illinois,27/02/2022,P1,2,2022,53111.77328,170958.2055,32636.15633,293416.2222,1477.396555,90392.64916,2400.456603,3984.844113,769.2120244,13196.97678,235.5194425,3578.594827
San Diego,California,27/02/2022,P1,2,2022,55282.82808,195131.2414,32533.98239,336535.7977,1531.690098,97977.98413,5258.706039,11085.4908,1899.316872,32052.64831,349.9886271,8031.306511
Kansas City,Kansas,27/02/2022,P1,2,2022,51378.63775,112555.1152,20804.8993,302229.0451,1470.660496,82277.454,2736.290255,8449.781794,1601.087941,14678.17858,255.3052688,4026.435015
Miami/Ft Lauderdale,Florida,27/02/2022,P1,2,2022,63421.06942,118913.5371,17672.10942,466617.9418,1105.839779,141860.0473,13803.28572,36070.92387,5533.862252,86112.76536,204.6808321,19714.44089
Birmingham/Montgomery,Alabama,27/02/2022,P1,2,2022,108198.9376,0,0,632504.6572,1337.576729,224967.5969,4239.444938,0,0,24600.66286,168.8661498,6222.75898
Sacramento,California,27/02/2022,P1,2,2022,47309.70503,0,0,279806.5333,1442.234806,78600.75349,4628.362969,0,0,25787.99489,366.4641881,6847.355282
Des Moines,Iowa,27/02/2022,P1,2,2022,24121.85767,0,0,132657.9738,1429.423279,35426.55856,657.2727702,0,0,3462.68244,232.9252126,974.4603982
Charlotte,Carolina del Norte,27/02/2022,P1,2,2022,62301.16555,0,0,400522.7969,1322.28383,118922.0213,7422.680356,0,0,42739.91186,260.4756536,10924.33703
Raleigh/Greensboro,Carolina del Norte,27/02/2022,P1,2,2022,72625.19167,0,0,462895.5061,1291.216106,135949.198,8686.378821,0,0,50109.31032,258.3744314,12758.55765
Chicago,Illinois,27/02/2022,P1,2,2022,201153.2567,713840.7267,121446.8494,1194999.954,1455.157475,400459.8125,8457.658834,7776.608885,1400.262689,50448.21649,225.8954956,12475.55937
Los Angeles,California,27/02/2022,P1,2,2022,300789.9686,1058894.612,188248.0204,1758758.098,1526.420274,524403.3697,25834.69391,53806.1529,9857.614438,154148.1234,406.0238653,40335.52669
Jacksonville,Florida,27/02/2022,P1,2,2022,33728.43145,79951.11041,13619.58203,220615.5052,1335.882513,75453.79252,4324.327517,7664.817263,1373.432409,25662.45413,259.5720199,6265.617163
South Carolina,Carolina del Sur,27/02/2022,P1,2,2022,116241.8764,0,0,723329.6343,1362.981034,237621.4571,10339.30687,0,0,60315.36697,260.4988074,15190.51023
Tampa/St Petersburg,Florida,27/02/2022,P1,2,2022,68719.09455,155802.7729,27286.52307,449657.7916,1322.20555,135980.8768,11562.92996,20183.77106,3370.196235,70720.44313,310.3337417,16855.75818
Hartford/Springfield,Massachusetts,27/02/2022,P1,2,2022,59528.77521,0,0,376019.581,1193.853421,110913.3028,6103.238459,0,0,34367.96247,275.8364235,9002.955865
San Francisco/Oakland,California,27/02/2022,P1,2,2022,68180.72896,282337.3928,46835.22108,433559.8308,1405.366369,128471.1839,8095.615571,30944.28176,5155.619648,48208.85754,397.9019043,11981.60483
Boise,Idaho,27/02/2022,P1,2,2022,13288.48486,0,0,74834.27187,1610.237597,22352.71929,1436.172611,0,0,8642.757868,307.4420624,2098.528621
Orlando,Florida,27/02/2022,P1,2,2022,72318.50151,160135.2046,28191.67863,464550.862,1228.557057,133158.5652,7907.21359,13387.44837,2205.460013,48347.19395,217.4079919,11407.03216
Boston,Massachusetts,27/02/2022,P1,2,2022,88822.86857,0,0,578022.1261,1217.387557,168224.1429,11960.77405,0,0,68075.29406,267.3047217,17543.7992
Little Rock,Arkansas,27/02/2022,P1,2,2022,31639.54534,0,0,179224.6397,1455.208358,59020.84362,1235.733008,0,0,7416.709366,220.743397,1845.949818
Wichita,Kansas,06/03/2022,P1,3,2022,27231.63771,0,0,146864.9452,1310.541826,42832.05281,924.0075836,0,0,4805.141258,201.5388237,1343.465431
Atlanta,Georgia,06/03/2022,P1,3,2022,116852.1234,0,0,726947.9802,1348.161902,249597.3121,10643.05237,0,0,63631.01815,279.2777451,15711.27165
Denver,Colorado,06/03/2022,P1,3,2022,94416.903,349475.2653,61662.53564,538749.9921,1538.266488,155059.0375,15635.65458,46047.79981,8238.081609,86953.66599,444.669297,22962.66856
Phoenix/Tucson,Arizona,06/03/2022,P1,3,2022,147133.0462,589564.03,102586.6333,853207.7876,1519.618957,253166.6954,16763.19518,46001.63866,8532.209463,96506.71939,437.5158279,26047.78685
Indianapolis,Indiana,06/03/2022,P1,3,2022,64786.8119,281020.3758,49311.11414,372106.9582,1523.008967,115891.6553,4161.991857,10540.3775,1913.314603,22518.77275,271.9012855,6125.367517
Louisville,Kentucky,06/03/2022,P1,3,2022,37403.88713,0,0,216016.5907,1510.822725,66879.72358,1732.744094,0,0,9468.651734,215.924923,2550.145331
Peoria/Springfield,Illinois,06/03/2022,P1,3,2022,57037.8928,217355.3563,40986.32459,308445.3582,1474.832504,98517.46388,2498.885779,4001.551726,716.7369188,13552.94478,259.0222617,3678.143219
San Diego,California,06/03/2022,P1,3,2022,57060.77112,198237.0449,34715.19571,349709.2614,1582.380484,100436.8005,6962.980244,13721.67238,2557.007724,41292.82422,369.5994575,10790.83195
Kansas City,Kansas,06/03/2022,P1,3,2022,59046.05888,207816.2457,37459.01542,327585.5315,1471.788255,96256.3551,3157.544035,3233.152776,634.596262,18439.93007,265.98875,4616.905624
Miami/Ft Lauderdale,Florida,06/03/2022,P1,3,2022,79415.41342,345471.6641,50368.09019,559957.5386,1144.943884,182650.7938,18411.78186,83746.30889,13397.54976,112220.6403,174.968111,26704.13274
Birmingham/Montgomery,Alabama,06/03/2022,P1,3,2022,119921.9235,0,0,702388.7512,1386.104426,250867.8341,6259.539647,0,0,36332.64382,187.0020187,9162.639119
Sacramento,California,06/03/2022,P1,3,2022,53026.85697,0,0,310598.7962,1525.277401,89972.1367,5243.215294,0,0,30677.03617,385.863973,7707.377243
Des Moines,Iowa,06/03/2022,P1,3,2022,29944.71912,0,0,148621.3731,1409.309754,45585.9133,1032.011281,0,0,6489.143061,257.5614447,1516.420084
Charlotte,Carolina del Norte,06/03/2022,P1,3,2022,77233.27583,0,0,456446.558,1338.403164,146442.9236,7304.292525,0,0,42251.46634,257.3775571,10802.90805
Raleigh/Greensboro,Carolina del Norte,06/03/2022,P1,3,2022,90985.33741,0,0,534953.5822,1359.77803,170734.3877,8976.435789,0,0,51825.20807,255.8951525,13165.41973
Chicago,Illinois,06/03/2022,P1,3,2022,215803.8408,795114.7617,144053.4382,1231054.799,1452.083771,422919.2293,12071.05593,13622.12479,2738.744347,68988.06856,224.1620312,17713.96142
Los Angeles,California,06/03/2022,P1,3,2022,352930.4151,1236624.716,234829.608,1994317.658,1575.752837,616350.9732,30740.37896,64939.15425,12125.2234,180715.3419,414.9393455,48531.95672
Jacksonville,Florida,06/03/2022,P1,3,2022,41805.08602,158803.8548,25487.03372,263413.6199,1339.150679,89209.78681,5309.441023,22011.88449,3598.109628,31878.79885,235.4205295,7720.622251
South Carolina,Carolina del Sur,06/03/2022,P1,3,2022,138694.9213,0,0,814403.2965,1388.534837,283567.4575,11574.97246,0,0,66629.51219,253.9412075,16981.81751
Tampa/St Petersburg,Florida,06/03/2022,P1,3,2022,87488.60524,359894.122,57592.29236,555079.9229,1343.558045,175107.0446,14500.43108,62657.07785,10248.8504,85895.90982,273.8591915,21142.7683
Hartford/Springfield,Massachusetts,06/03/2022,P1,3,2022,52077.50314,0,0,331631.5494,1195.894916,99055.4164,6248.467263,0,0,34881.09866,287.4259586,9175.6245
San Francisco/Oakland,California,06/03/2022,P1,3,2022,70980.9687,238516.0891,40625.20431,451689.1702,1463.92829,133042.2263,10127.04651,7097.976613,1215.8577,62751.63009,406.5639845,14987.25256
Boise,Idaho,06/03/2022,P1,3,2022,13574.42391,0,0,76663.0335,1591.886862,22389.54242,1626.395182,0,0,8528.758904,369.7141883,2378.696727
Orlando,Florida,06/03/2022,P1,3,2022,89723.4304,359796.302,57996.34729,562487.325,1254.203621,167850.5434,12063.70505,47928.75117,7827.097478,70691.4937,187.7861254,17529.61552
Boston,Massachusetts,06/03/2022,P1,3,2022,86128.13661,0,0,542635.1727,1212.136644,164862.9804,10909.00266,0,0,63893.44404,288.278973,15975.08761
Little Rock,Arkansas,06/03/2022,P1,3,2022,26914.79373,0,0,152251.3443,1537.99579,50931.31766,965.4749791,0,0,5359.66874,276.4629323,1444.377433
Des Moines,Iowa,13/03/2022,P1,3,2022,24573.10857,0,0,139242.9898,1382.200769,36033.61895,1407.635249,0,0,7362.159059,263.6496107,2075.582006
South Carolina,Carolina del Sur,13/03/2022,P1,3,2022,128473.262,0,0,790868.3976,1395.031207,263745.7812,11200.09458,0,0,62587.00256,234.0453692,16392.25819
Charlotte,Carolina del Norte,13/03/2022,P1,3,2022,67071.2309,0,0,424175.5709,1329.434824,129534.4839,7396.209206,0,0,39782.40117,236.7589816,10999.24945
San Diego,California,13/03/2022,P1,3,2022,55345.21891,180730.6045,31057.26154,342462.7535,1523.582974,97811.66056,8984.152344,18025.12795,3266.287995,53026.24653,397.9903608,13712.33771
Miami/Ft Lauderdale,Florida,13/03/2022,P1,3,2022,72183.20954,302513.0922,43642.62597,518367.209,1186.168911,173893.9743,11983.76402,31697.17345,4692.722021,76348.68264,142.5426151,17417.75073
Denver,Colorado,13/03/2022,P1,3,2022,89993.47878,373725.9694,62523.17289,530947.6245,1501.254921,148886.6979,15211.89328,51704.84198,9455.998299,83793.73241,441.985065,22363.79094
Boston,Massachusetts,13/03/2022,P1,3,2022,88386.97671,0,0,555828.406,1293.580417,171951.2823,11648.25868,0,0,66794.54165,289.4681065,17026.91386
Jacksonville,Florida,13/03/2022,P1,3,2022,35959.00586,127764.0897,20837.68822,224495.4888,1324.881723,76675.1329,3801.724031,10389.80495,1535.847333,24372.00766,201.5230273,5518.033455
Peoria/Springfield,Illinois,13/03/2022,P1,3,2022,55992.66774,196598.3146,36016.87386,311808.1419,1529.124674,95587.86029,2674.13351,4712.920991,861.6305481,14340.71268,229.1136934,3925.378743
Wichita,Kansas,13/03/2022,P1,3,2022,27787.55479,0,0,154162.1376,1357.026779,43457.96255,1336.015565,0,0,7117.464379,213.4689987,1942.204458
Hartford/Springfield,Massachusetts,13/03/2022,P1,3,2022,53089.59144,0,0,336663.6163,1233.737954,101196.6167,5898.623519,0,0,34389.91503,284.6163934,8629.28088
Los Angeles,California,13/03/2022,P1,3,2022,299406.7931,1017427.069,170855.1935,1828060.036,1529.228638,527780.8026,32183.43683,76179.63588,14207.17604,187081.2885,414.0864518,49848.17081
Indianapolis,Indiana,13/03/2022,P1,3,2022,72442.73881,302877.3056,53655.36798,415281.0783,1585.741537,128041.6279,4490.980975,12386.16649,2311.565107,23661.27897,270.4331175,6612.519431
Tampa/St Petersburg,Florida,13/03/2022,P1,3,2022,76828.10928,291324.7046,47359.13761,478838.8385,1369.952081,153149.9916,10062.69561,26932.32762,3986.76051,63430.81131,212.1535799,14657.9781
Raleigh/Greensboro,Carolina del Norte,13/03/2022,P1,3,2022,80125.80369,0,0,507512.4639,1367.066238,150954.2633,9538.092192,0,0,51192.54572,266.5476287,14019.46136
Kansas City,Kansas,13/03/2022,P1,3,2022,64299.16931,183948.5626,37089.04169,346053.5867,1437.512178,98234.92017,4697.007788,7420.255692,1408.742862,26314.7718,294.4560966,6860.824188
